,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
26,am 23. April 2015,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=3,"Exzellenter Luftfilter, doch nicht ausreichend bei starken chemischen Toxinen in der Raumluft",Origami-chan,"5,0 von 5 Sternen","An einer neuen Arbeitsstelle wurde ich in ein Office gesetzt, welches nach irgendeiner Chemie roch. Es roch so stark, dass man morgens zuerst für 30 Minuten die Fenster aufreßen musste, um normal zu atmen. Im Winter war dies natürlich mit sehr kalter Luft verbunden und machte das Arbeiten in voller Outdoor-Bekleidung umso mühsamer.Da ich eine sehr anfällige Lunge habe, wollte ich diese nicht auf die Probe stellen und besorgte mir schnell diesen Filter.Er funktioniert wirklich gut und man merkt schnell den Unterschied - der Raum riecht etwa 30% weniger.Allerdings wurden trotz Einsatz des Filters bei zwei Luftbeprobungen von Umweltspezialitsten starke Toxine wie Formaldehyd und Siloxan (insgesamt 50 Gemische) gemessen, die im ""hygienisch auffälligen"" Bereich liegen und die Gesundheit beeinträchtigen. Der tolle Luftfilter kann also solchen starken Giften nur bedingt entgegenwirken. Als Ursache wurde ein Klebergemisch gefunden, welches schon seit Jahren mit dem Teppich reagiert und Toxine ausdampft. Ich bin durch dieses Office jetzt leider sehr krank geworden.* Positiv war der Philps Kundenservice, den ich ein mal anrufen musste, als ich eine Fehleranzeige erhielt. Ich wurde persönlich, kompetent und schnell beraten.","8 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
27,am 20. April 2015,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=3,Gerät brummt,Arndt,"1,0 von 5 Sternen","Eigentlich macht das Gerät von der Verarbeitung her auf den ersten Blick einen guten Eindruck, für mich war allerdings das K.-o.-Kriterium, das beim Betrieb ein lautes 50Hz-Brummen zu hören ist, das insbesondere im Nachtmodus deutlich lauter und störender ist als das ansonsten nur sehr leise Luftrauschen. So wird ein Einschlafen bei eingeschaltetem Geräte zuverlässig verhindert.Ein Austauschgerät hat ein nahezu identisches Geräusch erzeugt, so daß ich von einem Serienproblem ausgehen muß und das Gerät nun komplett zurückgesendet habe.Wie schon in anderen Rezensionen beschrieben, scheint auch die Funktion des Luftgütesensors zweifelhaft, da er immer im Modus ""Rot"" startet und dann nach kurzer Zeit auf Violett und anschließend Blau umspringt, egal wie die (subjektive) Qualität der Raumluft denn nun ist.Die Reinigungsleistung mag in Ordnung sein, das kann ich aber aufgrund der kurzen Testphase nicht beurteilen.","6 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
28,am 3. Februar 2015,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=3,Gutes Gerät mit praktischen Einstellungen,J. Heitzer,"5,0 von 5 Sternen","Dies ist unser erster Luftreiniger und ich muss sagen: Er gefällt der ganzen Familie sehr. Unsere Kinder streiten sich darum, wer ihn abends zuerst laufen lassen darf. Nach dem Einschlafen darf das Gerät im Schlafmodus noch eine Stunde weiterlaufen. Es stört weder beim Ein- noch beim Durchschlafen.Die Bedienung ist sehr einfach und kann intuitiv erfolgen. Filterwechsel sind dank des einfachen Innenaufbaus ebenfalls kein Problem.Interessant finde ich, dass die blaue Anzeige durchaus auf lila wechselt, wenn unser Sohn seine Decke schüttelt oder unsere Tochter ihren Schrank sehr schwungvoll öffnet. Da das Gerät auf empfindlich eingestellt ist, vermute ich, dass es Staub ist, der den Filter dann umspringen lässt und das, obwohl insbesondere Bettzeug bei uns regelmäßig komplett in die Waschmaschine wandert. Offensichtlich funktioniert der Sensor gut.Die Luft fühlt sich nach Benutzung des Geräts kühler und reiner an. Da bei uns allerdings in der Regel sehr schnell blau angezeigt wird, kann das auch reine Empfindung durch die kühlere Luft sein.Insgesamt können wir das Gerät nur empfehlen!",War diese Rezension für Sie hilfreich?JaNein
29,am 15. Dezember 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=3,Super für Allergiker,indenbergen,"5,0 von 5 Sternen","Meine Tochter hat eine starke Haussstauballergie und bei starken Schüben müssen wir ihr bis zu 4 Medikamentefür einen guten Schlaf geben.Ich muss zugeben ich war skeptisch ob der Luftreiniger hier etwas bewirken kann. Nach den gutenRezensionen haben wir uns den Philips AC4012/10 zugelegt.Innherhalb einer Woche konnten wir alle Medikamente absetzen. Unsere Tochter (7 Jahre) kann nun ohneMedikamente ruhig die Nacht durchschlafen.Wir lassen im Kinde zimmer den Luftreiniger ca. 2-3 Stunden vor dem zu Bett gehen laufen und auf Schlafmodusbis wir ins Bett gehen . Dann schalten wir ihn aus.Die Luft im Zimmer ist spürbar angenehm und hat eine schöne frische , die man schlecht beschreiben kann.Ich hoffe der Erfolg ist nachhaltig. Nach 2 Wochen bin ich aber höchst zufrieden.Ein lohnenswerter Kauf der die Einnahme von Medikamenten bei uns verringert hat.Technik schlägt Pharma :-)","29 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
30,am 24. September 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Eine Wohltat für Alleergiker und Kinder,Carl-heinrich Bock,"4,0 von 5 Sternen","Mit dem Philips Luftreiniger AC 4012/10 kann man auch, ohne vorhandene Messgeräte einzusetzen, deutlich merken wie scheinbar  dass Raumklima positiv beeinflusst wird. Die Sensible Sensortechnik des Gerätes überwacht die Luftqualität des Raumes und entfernt ultrafeine Partikel bis zu einer Größe von 20 Nanometer. Auf diese Weise wird der Kontakt zu Allergenen vermieden. Das fortschrittliche Filtersystem bestehend aus Vorfilter, Aktivkohlefilter  und HEPA Filter filtert effektiv Feinstaub, Tabakrauch, Parfüm, Aerosole aus Putzmitteln, Sprays und Klebstoffe sowie diverse Gase und Gerüche. Eine dreistufige Anzeige zeigt die Qualität der Raumluft an. Das Gerät verfügt über drei Geschwindigkeitsstufen und so bietet es die Möglichkeit zur individuellen Einstellung. Der  integrierte Schlafmodus sorgt für einen leisen Betrieb bei Nacht. Natürlich gibt es eine Filterwechselanzeige die auf einen notwendigen Filtertausch aufmerksam macht.Natürlich ist gesunde Luft Vorraussetzung für ein gesundes Leben. Die Luft sollte auch in Innenräumen  gesund sein, dort wo wir die weitaus meiste Zeit unseres Lebens zubringen.Nun jedoch ein paar kritische Anmerkungen: Es gibt Geräte zur Ionisierung der Raumluft, die auf der Erzeugung von Anionen beruhen. Das bei der Raumluft - Ionisation entstehende Ozon kann zu gesundheitsschädlichen Folgeprodukten in der Raumluft führen. Der Einsatz solcher Kleingeräte mit geringer Leistung wird nicht nur  kontrovers diskutiert, sondern es wird von Gesundheitsämtern vor dem Einsatz in Räumen gewarnt in denen sich Menschen aufhalten. Der Philips Luftreiniger mit VitaShield- Technologie garantiert ein hocheffizientes Filtern ohne Ionisierung und ohne schädliches Ozon. Das heißt gesundheitsschädliche Abbauprodukte werden gefiltert und nur „saubere“ Luft wird in den Raum zurückgegeben. Ich habe, wie gesagt, nicht entsprechende Messgeräte, um das zu belegen.Wenn sie den Aussagen des Herstellers vertrauen setzten sie den Luftreiniger ein. Ein Einsatz in Schlafräumen sollte jedoch  genau bedacht sein.Von dem Einsatz preiswerterer Kleingeräte rate ich generell ab.","6 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
31,am 9. September 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Sehr zufrieden ~ hilft nach kurzer Zeit,Finchen,"4,0 von 5 Sternen","Seit meiner Kindheit bin ich starker Hausstauballergiker und habe besonders nachts Probleme. Seit nunmehr 2 Wochen habe ich den Philips AC4012/10 Luftreiniger in Betrieb und bereits nach 2 Tagen konnte ich eine Besserung bemerken.Der Luftreiniger hat ein schlichtes, abgerundetes Design und abgesehen davon, dass er optisch perfekt in mein Schlafzimmer passt, ist er mit 5,3 kg auch recht leicht und handlich.Das Gerät ist leicht in Betrieb zu nehmen. Vor Erstbetrieb muss man lediglich die bereits eingesetzten Filter von einer Verpackung befreien, aber dies kann man leicht und ohne große Probleme erledigen.Der Luftreiniger bietet ein 3-Filter System (Vorfilter, HEPA- und Aktivkohlefilter) und kann in unterschiedlichen Leistungsstärken (normal, schnell und Nachtmodus) betrieben werden. Weiterhin kann man noch eine Empfindlichkeitseinstellung (Standard, hohe Empfindlichkeit, extrem hohe Empfindlichkeit)  vornehmen sowie die Betriebsdauer programmieren (Dauerbetrieb, Zeitvorwahl).Die jeweilige Luftqualität wird in 3 Farben angezeigt:Rot – schlechtViolett – mittelBlau – gutIm Nachtmodus werden die Farben nicht angezeigt, damit diese nicht als störend empfunden werden.Da ich ein sehr geräuschempfindlicher Mensch bin, kann ich das Gerät wenn ich im Zimmer bin nicht auf den Leistungsstufen normal und schnell laufen lassen, weil mir das einfach zu störend ist. Auch der Nachtmodus ist für mein Empfinden noch recht laut, daran kann man sich aber gewöhnen.Im Großen und Ganzen bin ich sehr zufrieden mit dem Luftreiniger. Ich schlafe nachts durch und atme viel freier.Ich kann das Gerät nur empfehlen. Ein Punkt Abzug gibt es aufgrund der Lautstärke.",War diese Rezension für Sie hilfreich?JaNein
32,am 8. September 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,"gutes Gerät, gute Wirkung",Kataryn,"4,0 von 5 Sternen","Ich durfte im Rahmen einer Testaktion den Philipps Luftreiniger testen und bin überzeugt davon.Das Gerät ist handlich und lässt sich dank einer hinten integrierten Ausbuchtung leicht in jeden Raum mitnehmen. Es ist auch nicht schwer und kann gut getragen werden. Das Gerät selbst ist schlicht weiß und passt daher gut zu fast jeder Einrichtung.Ich hab das Gerät als erstes im Wohnzimmer getestet. Dort haben wir einen Kamin. Da es bei uns in den letzten Tagen immer wieder geregnet hat und es abends doch recht kühl wurde, habe ich den Kamin angemacht. Hierbei ensteht immer ein Rauchgeruch im Raum und etwas Rauch steigt auch kurzzeitig auf. Ich habe das Gerät dann gleich eingeschaltet und innerhalb von 30 Minuten war die Luft gereinigt und kein Geruch mehr zu erkennen. Das hat mich am meisten überzeugt. Es ist super für Allergiker z. B. bei Hausstauballergie usw. geeignet.Nachts habe ich das Gerät im Schlafzimmer gehabt. Leider war das Geräusch doch etwas laut und ungewohnt. Man kann zwar einen Nachtmodus einstellen und dann schaltet das Gerät runter und wird leiser. Aber für sehr geräuschempfindliche Menschen dürfte es am Anfang schwierig werden. Auf jeden Fall hab ich das Gerät die ganze Nacht laufen lassen und am Morgen war die Luft wie - als hätte man gerade das Fenster geöffnet... kein miefiger Schlafgeruch!Mich hat das Gerät sehr überzeugt und ich werde es auf jeden Fall weiter verwenden.Das Austauschen der Filter ist auch kinderleicht und kann durch drei kleine Handgriffe gemacht werden. Eine ausführliche Beschreibung mit Bildern und Text wird mit dem Gerät mitgeliefert.","Eine Person fand diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
33,am 27. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Sehr guter Lufterfrischer,Ute Stegle,"5,0 von 5 Sternen","Da ich sehr allergisch gegen Hausstaub bin, habe ich den Philips AC4012/10 Luftreiniger ausprobiert. Diese benutze ich nun seit 3 Wochen. Besonders in den Räumen in denen ich mich lange aufhalte (Küche mit Essbereich und Schlafzimmer) Am Anfang war ich sehr skeptisch, ob ich mit einem sehr leichten Geräuschpegel und gedimmtem Licht schlafen kann. Aber dies ging ohne größere Probleme. Auch bin ich Nachts nicht mehr aufgewacht und musste meine Nase putzen. Das ist eine große Erleichterung für mich und ich bin dadurch morgens viel fitter.Dieser Philips Luftreiniger verfügt über drei Lüftstufen und einem Nachtmodus. Bei erstgebraucht muss man zuerst die 3 Filter aus der Verpackung befreien und in der gleichen Reihenfolge wieder einsetzten. Danach funktioniert alles total easy mit der Gebrauchsanweisung. Die Bedienungsfunktion ist auch total einfach. Ich konnte mich gleich rein finden und war auch total überrascht.Das Design gefällt mir besonders gut. Es ist schlicht und einfach und fällt in meiner Wohnung mit meinen weißen Möbeln überhaupt nicht aus. Durch seine geringe schwere von 5,3 kg kann man das Gerät leicht von einem Raum in den anderen Tragen.Mein Fazit: Ich kann das Gerät voll und ganz weiterempfehlen. Ich selbst würde es nicht mehr hergeben wollen und überlege mir für mein neues Haus nochmal zusätzlich ein Philips Luftreiniger zu kaufen","2 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
34,am 26. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Deutlicher Unterschied in der Luft zu vorher,Bianca Flier,"5,0 von 5 Sternen","Der Luftreiniger ist bis auf die Filter schon komplett zusammen gebaut, wenn er geliefert wird. Nur noch die Lüfter rein (sind nummeriert), einstecken und power drücken - los gehts. Gut ist,  dass die Filter einzeln verpackt sind, denn somit weiß man, dass sie noch sauber und hygienisch sind. Allerdings produziert das viel Müll.Der Luftreiniger hat ein Touchdisplay, es können 3 Stufen eingestellt werden.Er ist leiser als erwartet, da ich aber stark geräuschempfindlich bin, kommt er mir immer noch recht lauf vor.. Aber selbst Ventilatoren sind im Vergleich dazu lauter.Das Design ist nicht superedel aber auch nicht total altbacken. Einfach und weiß.Anfangs riecht die Luft nach Plastik ( künstlich) - das gibt sich aber nach einiger Zeit.Im Nachtmodus wird das Gerät noch leiser, was angenehm ist. Wegen meiner Geräuschempfindlichkeit schalte ich ihn aber vor dem Einschlafen aus.Wenn er der Lufreiniger  in Betrieb genommen wird, leuchtet er gleich beim Start rot (bedeutet: schlechte Luft) auf. Nach wenigen Sekunden springt er auf violett ( Mittel) und nach 1-2 Minuten auf blau (gut). Man merkt dann auch rasch den Unterschied.Die kalte Luft, der er ausstrahlt, stört mich nicht wirklich, habe sonst auch immer das Fenster auf.Ich finde das Gerät gut und merke auch (bin sehr empfindlich in Bezug auf Milben und Staub) einen Unterschied zu vorher. Natürlich habe ich ihn noch nicht lange in Betrieb und muss das weiter testen.","Eine Person fand diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
35,am 24. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,endlich ohne Reue tief durchatmen,JOKO,"5,0 von 5 Sternen","vEin großer Teil unserer Bevölkerung leidet unter Allergien, Tendenz steigend, denn die Disposition zu Allergien ist nicht nur genetisch bedingt, sondern Allergien entwickeln sich auch bei Menschen, bei denen bisher keine Allergien in der Familie vorkamen. Gerade kleine Kinder, die einen wesentlichen höheren Atemrhythmus haben als die Erwachsenen , leiden unter verschmutzter Atemluft. Deshalb sei Allergikern und Menschen mit einer Disposition dazu, dieses Gerät ans Herz gelegt. Der Philipps Luftreiniger hat zwar einen stolzen Preis, leistet dafür aber auch einiges.Das Gerät kam gut verpackt bei mir an und konnte ziemlich schnell in Betrieb genommen werden. Der Luftreiniger hat drei Filter, den Vorfilter und Hepa ,- und Aktivkohlefilter. Letztere muss man vor Gebrauch von einer Folie befreien und schon kann das Gerät in Betrieb genommen werden. Die Bedienungsanleitung gibt an, dass man die Filter zu unterschiedlichen Zeiten erneuern oder säubern soll.(Zeiten sind angegeben). Vorn oben links , befindet sich ein Knopf, auf dem man 3 unterschiedliche Stufen der Luftreinigung einstellen kann. Die Geräusche , die dieses Gerät von sich gibt sind wirklich sehr gut zu ertragen, vor allem der Nachmodus stört in keinster Weise den Schlaf. Der Luftreiniger besitzt einen Sensor, mit dem die Qualität der Atemluft gemessen wird. Ein Licht vor am Knopf zeigt in unterschiedlichen Farben die Luftqualität an rot: schlecht, Violett: mittel, Blau: gut.Die Allergikerfreundlichkeit dieses Gerätes ist sogar von der Stiftung für Allergieforschung getestet und zertifiziert worden. Es befreit die Luft von schwebenden Allergenen wie Pollen, Hausstaubmilben Tierhaaren und Schimmelsporen.Wir haben dieses Gerät seit zwei Tagen in unserem Schlafzimmer stehen und ich habe seitdem keine verstopfte Nase und Husten beim Aufstehen. Einen besseren Beweis für die Effektivität dieses Gerätes gibt es für mich nicht.Sehr empfehlenswert !!!","3 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
36,am 24. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,"Für mich ein sehr gutes, empfehlenswertes Gerät, bei dem mir persönlich aber die Zeitschaltuhr fehlt",Katja Schulz,"4,0 von 5 Sternen","Der Philips Luftreiniger AC4012/10 hat ein sehr ansprechendes Design mit seinen abgerundeten Ecken und dem integrierten Bedienteil.Die Bedienungsanleitung ist vollständig und leicht verständlich. Durch sein Gewicht von ca. 5,5 Kg steht er sicher und es besteht auch nicht die Gefahr das er sich durch das Laufen des Lüfters bewegt. Die Frontklappe lässt sich leicht abnehmen und die einzelnen Filter herausnehmen. Was ich sehr gut finde ist, das die Filter noch mal einzeln eingeschweißt sind, das produziert zwar ein wenig mehr Müll aber so kann man sicher sein, das die Filter auch wirklich sauber sind. Noch eine gute Sache ist, das die Filter nochmal einzeln Nummeriert sind. So gibt es auch kein vertun beim Einsetzen der Filter ins Gerät.Zur Aufstellung des Gerätes ist zu sagen, das es eigentlich keine Einschränkungen gibt. Das Einzige wäre die Größe. Da sich die Ausgangsöffnungen für die gereinigte Luft im hinteren Bereich der Seitenwände des Gerätes befinden, besteht nicht die Gefahr das man sich in der Zugluft befindet, wenn man z.B. im Bett liegt. Der Lüfter hat 3 Stufen. Wobei der sogenannte Ruhemodus ( Schlafmodus ) wirklich sehr leise und nicht störend ist. Im Bedienteil befindet sich noch ein integrierter Sensor, der mit Hilfe von LEDs die Luftqualität misst und anzeigt. Das Licht ist nicht störend und geht im Ruhemodus komplett aus.Man kann in der Grundeinstellung des Gerätes einstellen, wie die Luftqualität der gefilterten Luft sein soll, diese Einstellung wird dann immer beim Einschalten übernommen. Alle Funktionen lassen sich über das  Bedienfeld, das sich an der Frontseite befindet steuern. Das Menü ist sehr einfach zu bedienen. Das heißt Lüftergeschwindigkeit, Luftqualität, Timer für 1, 4 und 8 Stunden Laufzeit und eine Meldung wenn die Filter langsam ihr Ende erreichen oder wenn die Mechanischen Filter gesäubert werden müssen.Schade ist, dass das Gerät keine integrierte Zeitschaltuhr hat, um es zu einer bestimmten Zeit anzuschalten. Wenn man es über eine externe Zeitschaltuhr macht funktioniert es nicht, denn das Gerät geht nicht an.Wir benutzen das Gerät hauptsächlich um Gerüche aus der Luft zu bekommen, und es funktioniert prima. Rein optisch kann ich sagen das es viel weniger Schwebeteile in der Luft sind die sich im Sonnenlicht zeigen. Zu dem Entfernen von Gasen aus der Luft kann ich nichts sagen. Müsste man messen, aber wenn Gerüche gebunden werden warum dann kein Gas.Positiv wäre noch der geringe Stromverbrauch mit ca. 26 Watt zu erwähnen.",War diese Rezension für Sie hilfreich?JaNein
37,am 24. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Eine Wohltat für geplagte Atemwege und Lungen,DrOctupus,"4,0 von 5 Sternen","Glücklicherweise gehöre ich nicht zu der Gruppe der Allergiker, da mein Büro jedoch an einer der feinstaubbelastetsten Kreuzungen  Deutschlands liegt, habe ich mir den Philips Luftreiniger AC4012/10 bestellt um meinen Atemwegen etwas gutes zu tun.Ich  habe ihn jetzt schon etwa 3 Wochen in Betrieb und ich kann wirklich eine Verbesserung der Luft in meinem Büro feststellen. Rein subjektiv? Nein auch durchaus objektiv, seitdem ich den Philips Luftreiniger AC4012/10 benütze habe ich weit weniger Kopfschmerzen als davor (etwa 2-3 mal die Woche) und muss mich auch merklich weniger in meinem Büro schneuzen.Das Gerät ist mit einer Höhe von ca. 52 cm, einer Breite von ca. 34 cm und einer Tiefe von etwa 20 cm, zumindest in Büroräumen, relativ unauffällig unterzubringen. Zumal das Kabel mit etwa 2,3 Metern Länge einen ausreichenden Aufstellradius ermöglicht.Weitweniger unauffällig ist jedoch das max Betriebsgeräusch, welches jedoch auch im Normalbetrieb anliegt und von Philips mit unglaublichen 54 dB angegeben wird. Mir persönlich kam es jetzt nicht ganz so laut vor aber doch im Alltag störend. Es gibt jedoch auch noch einen Schlafmodus, bei welchem das Geräusch durchaus sinkt aber wohl auch die Leistung... Jedenfalls ist auch das Geräusch im Schlafmodus beim Arbeiten und erst recht beim Schlafen total störend.Wie gut dass das Gerät über eine Timerfunktion verfügt welche das Gerät nach 1, 4 oder 8 Stunden automatisch abschaltet. So schalte ich Abends bevor  ich das Büro  verlasse, das Gerät ein und stelle den Timer auf 8 Stunden, und umgehe so die lästigen Betriebsgeräusche. Wenn ich morgens dann zurück ins Büro komme erwartet mich dann saubere Luft. Ebenso lasse ich das Gerät auch während Mittagspausen oder Meetings ausserhalb laufen.FAZIT:Zum reinigen der Luft auch in größeren Zimmern (mein Büro hat etwa 35 qm) oder kleineren Wohnungen eignet sich der Philips Luftreiniger AC4012/10 sehr gut. Er ist aufgrund seiner Maße relativ unauffällig unterzubringen und besticht durch eine einfache und intuitive Handhabe / Bedienung.Lediglich das hohe Betriebsgeräusch ist so störend, dass man das Gerät nur in Abwesenheit dauerhaft benutzen kann / möchte, was dann letztendlich zu einem Stern Abzug führt.","3 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
38,am 24. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,gute Hilfe gegen Stauballergie,Mariamar,"4,0 von 5 Sternen","Auf den Philips Luftreiniger AC4012/10 habe ich mich gefreut. Meine Wohnung ist eigentlich immer sauber, weil ich viel wische und staubsauge. Ich bin sehr allergisch gegen Staub, aber besonders nach dem Staubsaugen muss ich sehr viel niesen. In der kalten Jahreszeit ist es schlimmer, da muss man aufpassen, dass man keinen chronischen Husten bekommt. Deshalb erhoffe ich mir von dem Luftreiniger eine Verbesserung.Der Luftreiniger ist groß, aber nicht besonders schwer. Auf der Oberseite gibt es eine Aussparung, an der man das Gerät anheben kann. Das Gerät ist weiß und wirkt vom Design her unauffällig.Vor der ersten Inbetriebnahme sollte man die Bedienungsanleitung sehr genau lesen. Die Bedienung des Geräts ist einfach beschrieben und die Reinigung der Filter ist neben der Beschreibung sogar noch bebildert.Vorteilhaft ist, dass man mit den drei möglichen Empfindlichkeitsstufen des Luftqualitätssensors und der Möglichkeit, die Timereinstellung (kombinierbar mit der Lüftergeschwindigkeit) zu nutzen, das Gerät sehr individuell einstellen kann. Das Gerät hat auch einen Ruhemodus, der wirklich ruhig ist. Das Gerät stört nicht.Wenn man das Gerät einschaltet, ist die Luftqualität natürlich schlecht. Die Luftqualitätsanzeige leuchtet rot oder violett. Erst wenn die Luft gereinigt ist, leuchtet die Anzeige blau. Ich habe das in einem geschlossenem Raum und nach dem Lüften probiert. Das Gerät zeigt nach einer guten Raumbelüftung trotzdem erst mal schlechte Luft an.Ich habe den Luftreiniger nun ein paar Tage im Schlafzimmer benutzt. Es lässt sich nicht abstreiten, die Luft ist sauberer. Der Luftreiniger gibt sogar kühlere frischere Luft ab. Es ist sogar weniger Staub vorhanden. Mein Wohlbefinden ist besser.Deshalb bewerte ich das Gerät mit 4 Sternen. Wenn sich das Wohlbefinden nach ein paar Monaten noch stärker verbessert, verdient der Luftreiniger die volle Punktzahl.","2 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
39,am 22. August 2014,http://www.amazon.de/Philips-Luftreiniger-AC4012-10-insbesondere/product-reviews/B00JDFNUR8/ref=cm_cr_pr_btm_link_1?ie=UTF8&sortBy=recent&pageNumber=4,Einfachste Bedienung,Unkaputtbar,"4,0 von 5 Sternen","Das Design würde ich als zeitlos und einfach beschreiben. Es passt in die Rubrik „was man schon mal übersieht“ bzw. „gar nicht wirklich wahrnimmt“. Ergo passt es vom Design in jede Ecke. Bei uns ist ein Einsatz im Schlafzimmer (wie vom Hersteller vorgeschlagen) zur Verbesserung der Luftqualität vorgesehen. Bei uns handelt es sich nicht um einen Haushalt mit Allergikern.Für den ersten Einsatz müssen im Gerät die eingesetzten Filter (Vorfilter, Hepa-Filter und Aktivkohlefilter) zunächst von ihrer Verpackung befreit werden. Das diese in Folie eingeschweißt geliefert werden empfinde ich als gut, denn damit wird sichergestellt, dass keine Verunreinigungen nach Produktion die Filter z.B. in Lager „verseucht“ haben. Die beigefügte Anleitung gibt bereitwillig und reich bebildert Auskunft über Zusammenbau und Inbetriebnahme. Alles sehr einfach.Das Gerät verfügt über drei verschiedene Geschwindigkeitsstufen des Lüfters, wobei die erste und zweite (53 dB lt. Philips) recht laut sind. Die erste Stufe würde ich auch keinesfalls in der Nacht benutzen. Zum Einschlafen ist das m.E. zu laut. Dafür wird ein extra Ruhemodus (Stufe 3) angeboten, welcher dann tatsächlich einen leisen Betrieb bietet. Des weiteren ist ein Timer enthalten, der das selbsttätige Ausschalten des Geräts in Stundenschritten (1, 4 oder 8 Stunden) ermöglicht.WirkungMangels dazu notwendiger Messgeräte, kann ich hier nur den gefühlten Eindruck wiedergeben. Gefühlt würde ich von einer Verbesserung der Umgebungsluft sprechen. Insgesamt erscheint die Luft gefühlt irgendwie „klarer“ (nein, bei uns ist es nicht immens staubig :) Mir fehlt nur der richtige Ausdruck) und „besser“ zu sein.StromverbrauchDer Verbrauch wurde mit einem EM600 (nicht geeicht) Messgerät ermittelt. Im ausgeschalteten Zustand kein Verbrauch (ergo kein StandBy Strom). In Stufe 1 ca. 24,5 Watt, Stufe 2 ca. 31,4 Watt und Stufe 3 (Nachteinstellung) ca. 19 Watt.Was ist komisch?Der Luftqualitätssensor, denn dieser arbeitet immer gleich. Nach dem Einschalten des Geräts wäre  demnach die Luft lt. Anzeige „immer schlecht“, nach ein paar Minuten „Mittel“ und dann schlagartig „gut“. Das ist permanent vollständig reproduzierbar. Zeigt die Qualitätsanzeige „Gut“, dann schnell Ausschalten und sogleich wieder Einschalten und es geht von vorne los.Hiermit verliert das Gerät etwas an Glaubwürdigkeit und damit auch einen Bewertungsstern.","9 Personen fanden diese Informationen hilfreich.
        
      War diese Rezension für Sie hilfreich?JaNein"
